retweeted_time,retweeted_id,retweeted_user_id,retweeted_username,retweeted_user_location,retweeted_hashtags,retweet_time,retweet_id,retweet_expanded_urls_array,retweet_origin_user_id,retweet_origin_username,retweet_origin_user_location,retweet_origin_user_intro_expanded_url,retweet_origin_user_des_expanded_url,retweet_origin_retweet_count,retweet_origin_hashtags,quoted_time,quoted_id,quoted_expanded_urls_array,quoted_origin_user_id,quoted_origin_username,quoted_origin_user_location,quoted_origin_user_intro_expanded_url,quoted_origin_user_des_expanded_url,quoted_origin_retweet_count,quoted_origin_hashtags,retweeted_full_text,retweeted_origin_full_text,quoted_origin_full_text
Wed Feb 05 23:38:58 +0000 2020,1225202183324520449,801781552871047168,Dee McIlroy,Country Antrim,,Wed Feb 05 18:38:46 +0000 2020,1225126634598096896,https://nypost.com/2020/02/05/trump-wants-e-jean-carrolls-lawsuit-delayed-as-he-appeals-apprentice-contestants-case/,15740776,E. Jean Carroll,,https://ejeancarroll.substack.com/,http://ejeancarroll.substack.com,18021.0,,,,,,,,,,,,RT @ejeancarroll: I asked for Trump to provide his DNA sample to be tested against the dress I wore when he attacked me.   His lawyers repl…,I asked for Trump to provide his DNA sample to be tested against the dress I wore when he attacked me.   His lawyers replied to my request  by seeking to DELAY my lawsuit.  What is @realDonaldTrump afraid of?  https://t.co/WnhROzk9rL,
Wed Feb 05 23:38:56 +0000 2020,1225202177540579329,524595905,Frank Llewellyn,New York City,,Wed Feb 05 22:22:08 +0000 2020,1225182849646678018,https://interc.pt/2v5qOrS,16170253,Ryan Grim,washington,https://us.macmillan.com/books/9781250869074/thesquad,,365.0,,,,,,,,,,,,RT @ryangrim: Just to add a little drama: Non-traditional voters at Iowa satellite caucuses could tip the balance to @BernieSanders https:/…,Just to add a little drama: Non-traditional voters at Iowa satellite caucuses could tip the balance to @BernieSanders https://t.co/WiTV5oYhoJ by me,
Wed Feb 05 23:39:04 +0000 2020,1225202207907336193,354061914,RealEstateAngel,Central Oklahoma ,,Wed Feb 05 03:34:18 +0000 2020,1224899019849289730,https://youtu.be/q4V6bsBFRIA,735633664696946689,It's Reading Time,United States,https://www.youtube.com/channel/UCmNk0LILWOouQX1G8kFhsXA,,60.0,"[{'text': 'Jesus', 'indices': [58, 64]}, {'text': 'KAG', 'indices': [200, 204]}, {'text': 'MAGA', 'indices': [208, 213]}, {'text': 'KAG2020', 'indices': [217, 225]}, {'text': 'MAGA2020', 'indices': [229, 238]}, {'text': 'KAG2020LandslideVictory', 'indices': [242, 266]}]",,,,,,,,,,,RT @AD_WHITMAN: Since I’ve been asked SOOO many times “How can you follow #Jesus and still be a @POTUS @realDonaldTrump supporter?” I decid…,Since I’ve been asked SOOO many times “How can you follow #Jesus and still be a @POTUS @realDonaldTrump supporter?” I decided to make a video about it!  Check it out here👇👍🇺🇸 https://t.co/Fsi4vnU8FW  #KAG 🇺🇸 #MAGA 🇺🇸 #KAG2020 🇺🇸 #MAGA2020 🇺🇸 #KAG2020LandslideVictory 🇺🇸 https://t.co/q4eBKkesce,
Wed Feb 05 23:39:04 +0000 2020,1225202210516144129,164768780,PETER NOT PARKER,"Lagos,Nigeria",,Wed Feb 05 22:34:32 +0000 2020,1225185970175332352,https://www.foxnews.com/opinion/trump-impeachment-sham-ends-as-presidents-agenda-ramps-up-ronna-mcdaniel,2353605901,Ronna McDaniel,,,,1031.0,,,,,,,,,,,,RT @GOPChairwoman: The American people will not forget how Democrats tried to divide our country with a baseless impeachment sham.  On Nov.…,"The American people will not forget how Democrats tried to divide our country with a baseless impeachment sham.  On Nov. 3, Democrats will reap what they have sowed when voters resoundingly reject their obstructionism and vote to reelect @realDonaldTrump! https://t.co/ZFkF6uVDG0",
Wed Feb 05 23:39:00 +0000 2020,1225202194347110401,446831156,Scott Brown,USA,,Wed Feb 05 22:02:20 +0000 2020,1225177865085427716,https://www.breitbart.com/politics/2020/02/05/senate-votes-to-acquit-president-donald-trump/,129571843,Kyle Morris,United States,https://www.foxnews.com/person/m/kyle-morris,,235.0,"[{'text': 'AcquittedForever', 'indices': [112, 129]}]",,,,,,,,,,,RT @RealKyleMorris: President @realDonaldTrump has been acquitted on both articles of impeachment.  What a waste of time and money. #Acquit…,President @realDonaldTrump has been acquitted on both articles of impeachment.  What a waste of time and money. #AcquittedForever https://t.co/UllcynONo0,
Wed Feb 05 23:39:01 +0000 2020,1225202195630579714,251202229,Jen Utsey,San Francisco,,,,,,,,,,,,Wed Feb 05 18:38:46 +0000 2020,1225126634598096896,https://nypost.com/2020/02/05/trump-wants-e-jean-carrolls-lawsuit-delayed-as-he-appeals-apprentice-contestants-case/,15740776,E. Jean Carroll,,https://ejeancarroll.substack.com/,http://ejeancarroll.substack.com,18021.0,,get that DNA!!!!! https://t.co/2vHccseWVA,,I asked for Trump to provide his DNA sample to be tested against the dress I wore when he attacked me.   His lawyers replied to my request  by seeking to DELAY my lawsuit.  What is @realDonaldTrump afraid of?  https://t.co/WnhROzk9rL
Wed Feb 05 23:39:01 +0000 2020,1225202194879827969,787483020718592004,Janie A,,,Wed Feb 05 15:12:38 +0000 2020,1225074761551765509,https://www.cnbc.com/2020/02/05/adp-moodys-private-payrolls-january-2019.html?__source=twitter%7Cmain,2353605901,Ronna McDaniel,,,,560.0,,,,,,,,,,,,"RT @GOPChairwoman: .@realDonaldTrump is the JOBS President!  CNBC: “The jobs market kicked off 2020 in grand fashion, adding 291,000 in pri…",".@realDonaldTrump is the JOBS President!  CNBC: “The jobs market kicked off 2020 in grand fashion, adding 291,000 in private payrolls for the best monthly gain since May 2015.” https://t.co/iXZaMroWbP",
Wed Feb 05 23:39:03 +0000 2020,1225202204321177600,1005473898,Spaulding Showalter,,,Wed Feb 05 23:38:48 +0000 2020,1225202143910649856,https://thehill.com/homenews/senate/481737-gop-senators-request-details-on-hunter-bidens-travel-for-probe,54746171,RunningTheRace,,,,20.0,"[{'text': 'HunterBiden', 'indices': [92, 104]}]",,,,,,,,,,,RT @2runtherace: GOP senators request details on Hunter Biden's travel for probe!! Investigate the Biden’s!! #HunterBiden ⁦@realDonaldTrump…,GOP senators request details on Hunter Biden's travel for probe!! Investigate the Biden’s!! #HunterBiden ⁦@realDonaldTrump⁩  https://t.co/fR16FsnsWX,
Wed Feb 05 23:38:58 +0000 2020,1225202185526333440,308829431,Tim Wetzel,,,,,,,,,,,,,Wed Feb 05 22:34:25 +0000 2020,1225185938449600512,https://www.dailymail.co.uk/news/article-2176398/Mitt-Romneys-250m-fortune-built-Englands-notorious-business-figures.html,801962070,Steve Pieczenik,,http://StevePieczenik.com,,35.0,"[{'text': 'RobertMaxwell', 'indices': [18, 32]}, {'text': 'MittRomney', 'indices': [33, 44]}]",👀 https://t.co/QTlPzPu9vw,,OOOps there it is #RobertMaxwell #MittRomney yikes thats gotta hurt https://t.co/2roZWrxClE @NYDailyNews @BBCNews @DailyMailUK @derspiegel @RNCResearch @realDonaldTrump @CLewandowski_ @Non_MSM_News
Wed Feb 05 23:38:57 +0000 2020,1225202180082237441,206007377,Hopelessly Hopeful🇺🇦🇮🇱,,,Wed Feb 05 18:38:46 +0000 2020,1225126634598096896,https://nypost.com/2020/02/05/trump-wants-e-jean-carrolls-lawsuit-delayed-as-he-appeals-apprentice-contestants-case/,15740776,E. Jean Carroll,,https://ejeancarroll.substack.com/,http://ejeancarroll.substack.com,18021.0,,,,,,,,,,,,RT @ejeancarroll: I asked for Trump to provide his DNA sample to be tested against the dress I wore when he attacked me.   His lawyers repl…,I asked for Trump to provide his DNA sample to be tested against the dress I wore when he attacked me.   His lawyers replied to my request  by seeking to DELAY my lawsuit.  What is @realDonaldTrump afraid of?  https://t.co/WnhROzk9rL,
Wed Feb 05 23:38:58 +0000 2020,1225202184393900032,54293824,⚜️ 𝐿𝒾𝓃𝒹𝒶 ⚜️,God bless Texas,,Wed Feb 05 21:51:13 +0000 2020,1225175066805186562,https://www.foxnews.com/politics/senate-acquits-president-trump-impeachment-vote,100594799,MikeD🐾,"Saco, ME",,,192.0,,,,,,,,,,,,"RT @MichaelDadiego: Senate ACQUITS Trump on abuse of power, obstruction of Congress charges‼️JUSTICE WINS OVER EVIL‼️⁦@realDonaldTrump⁩ ⁦@S…","Senate ACQUITS Trump on abuse of power, obstruction of Congress charges‼️JUSTICE WINS OVER EVIL‼️⁦@realDonaldTrump⁩ ⁦@SpeakerPelosi⁩ ⁦@SenSchumer⁩ ⁦@RepAdamSchiff⁩ PLEASE RT too the NATION‼️ https://t.co/4S4MhFOA0L https://t.co/L162QW5eBa",
Wed Feb 05 23:38:57 +0000 2020,1225202180530946048,633311305,"Theodore C. Van Alst, Jr. ✶ ✶ ✶ ✶","Uptown, Chicago",,,,,,,,,,,,Wed Feb 05 17:34:55 +0000 2020,1225110567888871425,https://readsludge.com/2020/02/05/bloomberg-surrogates-have-seats-on-dnc-rules-committees/,947532375264768000,Sludge,Ashfield MA,http://www.readsludge.com,http://readsludge.com/join,3909.0,,"This confidence-boosting move brought to you by the head scratchers who still don't understand 2016. Now can we get a new party, @BernieSanders, @AOC, @RashidaTlaib, anyone, everyone? https://t.co/omhKSMH3E6",,NEW: two members of DNC rules committees are simultaneously working on Mike Bloomberg's presidential campaign.   One was just nominated by DNC Chair Tom Perez to be a vice-chair of the Convention Rules Committee. https://t.co/PiBdLgVDV0
Wed Feb 05 23:39:09 +0000 2020,1225202231101808642,1225192214948667392,cornpopwasabaddude,,,Wed Feb 05 16:18:39 +0000 2020,1225091373822439425,https://www.pscp.tv/w/cQriXzMyNzU3OTl8MVJER2xRVmtkb01KTOfKk9gWIyJkkn4m_O-QVjft7dtTwSPQLSgR2BPzQiK3,216776631,Bernie Sanders,Vermont,https://BernieSanders.com,,1380.0,,,,,,,,,,,,"RT @BernieSanders: Just as in Iowa, our grassroots supporters have knocked on hundreds of thousands of doors in New Hampshire, and that is…","Just as in Iowa, our grassroots supporters have knocked on hundreds of thousands of doors in New Hampshire, and that is how we are going to win here next Tuesday. Live town hall in Derry, NH: https://t.co/9HIu5UXNCJ",
Wed Feb 05 23:39:07 +0000 2020,1225202223216504833,864933833673781250,grandma0nF1r3,"Michigan, USA",,Wed Feb 05 18:38:46 +0000 2020,1225126634598096896,https://nypost.com/2020/02/05/trump-wants-e-jean-carrolls-lawsuit-delayed-as-he-appeals-apprentice-contestants-case/,15740776,E. Jean Carroll,,https://ejeancarroll.substack.com/,http://ejeancarroll.substack.com,18021.0,,,,,,,,,,,,RT @ejeancarroll: I asked for Trump to provide his DNA sample to be tested against the dress I wore when he attacked me.   His lawyers repl…,I asked for Trump to provide his DNA sample to be tested against the dress I wore when he attacked me.   His lawyers replied to my request  by seeking to DELAY my lawsuit.  What is @realDonaldTrump afraid of?  https://t.co/WnhROzk9rL,
