retweeted_time,retweeted_id,retweeted_user_id,retweeted_username,retweeted_user_location,retweeted_hashtags,retweet_time,retweet_id,retweet_expanded_urls_array,retweet_origin_user_id,retweet_origin_username,retweet_origin_user_location,retweet_origin_user_intro_expanded_url,retweet_origin_user_des_expanded_url,retweet_origin_retweet_count,retweet_origin_hashtags,quoted_time,quoted_id,quoted_expanded_urls_array,quoted_origin_user_id,quoted_origin_username,quoted_origin_user_location,quoted_origin_user_intro_expanded_url,quoted_origin_user_des_expanded_url,quoted_origin_retweet_count,quoted_origin_hashtags,retweeted_full_text,retweeted_origin_full_text,quoted_origin_full_text
Fri Apr 03 23:30:52 +0000 2020,1246218643203129351,1025472968128905216,Ask Foreclosures,,,Fri Apr 03 23:26:41 +0000 2020,1246217588214038535,https://www.msnbc.com/hallie-jackson/watch/sailors-give-send-off-to-navy-captain-who-raised-coronavirus-alarm-81589317855,1213860638516105216,No Sirree,,,,1.0,"[{'text': 'Navy', 'indices': [54, 59]}, {'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'wrongpersonwasfired', 'indices': [73, 93]}]",,,,,,,,,,,RT @NoSirree: ⁦@SECNAV⁩ ⁦@realDonaldTrump⁩ perhaps you missed this. #Navy #coronavirus #wrongpersonwasfired  https://t.co/inozZiMo10,⁦@SECNAV⁩ ⁦@realDonaldTrump⁩ perhaps you missed this. #Navy #coronavirus #wrongpersonwasfired  https://t.co/inozZiMo10,
Fri Apr 03 23:30:52 +0000 2020,1246218643446390787,33398863,CherylB,,,Fri Apr 03 17:51:15 +0000 2020,1246133172443717632,http://SBA.gov,25073877,Donald J. Trump,,http://DonaldJTrump.com,,6284.0,"[{'text': 'CARESAct', 'indices': [50, 59]}]",,,,,,,,,,,RT @realDonaldTrump: The Paycheck Protection Program is now available! #CARESAct  Small Business Guidance &amp; Loan Resources: https://t.co/lf…,The Paycheck Protection Program is now available! #CARESAct  Small Business Guidance &amp; Loan Resources: https://t.co/lfe1wbsSNA https://t.co/eosegomf38,
Fri Apr 03 23:30:31 +0000 2020,1246218551775711233,827354907497885701,🇺🇸Maddie412,N.E. Of the Wall,,Fri Apr 03 23:30:00 +0000 2020,1246218422561562625,http://jwatch.us/WZDZ7R,18247062,Judicial Watch ⚖️,"Washington, DC",http://jwatch.us/prmMwg,,105.0,,,,,,,,,,,,"RT @JudicialWatch: .@realDonaldTrump retweeted our petition! Right now, our borders are being used as gateways for drug cartels &amp; violent c…",".@realDonaldTrump retweeted our petition! Right now, our borders are being used as gateways for drug cartels &amp; violent criminals. That's why Judicial Watch fights illegal immigration in the courts. SIGN HERE: https://t.co/IsVx585eky https://t.co/hMdkl5LP9D",
Fri Apr 03 23:30:33 +0000 2020,1246218561586110464,704088125,Stephanie/Teresa,,,Fri Apr 03 23:30:16 +0000 2020,1246218492916850688,https://www.pscp.tv/w/cVZtCDE0NTE3ODg2fDFybXhQQVBrTmt5S07mWWvAwbGnyPl8FKXePqwGWB65j08MipeOoaXzXaekTA==,3530404094,David J Harris Jr,"Texas, USA",https://davidharrisjr.store,,116.0,,,,,,,,,,,,"RT @DavidJHarrisJr: How Obamacare Drove Medical Co's Away, Thank God for @realDonaldTrump! TGIF! https://t.co/oaJLKKD168","How Obamacare Drove Medical Co's Away, Thank God for @realDonaldTrump! TGIF! https://t.co/oaJLKKD168",
Fri Apr 03 23:30:33 +0000 2020,1246218560302657545,920120467,Tea N. Cracka,MAGA Country,,Fri Apr 03 22:02:28 +0000 2020,1246196396295929858,https://washex.am/2JASJno,18956073,Washington Examiner,"Washington, DC",https://www.washingtonexaminer.com,http://washingtonexaminer.com,10.0,,,,,,,,,,,,RT @dcexaminer: .@realDonaldTrump said that hospitals treating uninsured coronavirus patients will be reimbursed by the federal government…,.@realDonaldTrump said that hospitals treating uninsured coronavirus patients will be reimbursed by the federal government using funds from the $2.3 trillion economic relief package.   https://t.co/hohAVslL7G,
Fri Apr 03 23:30:30 +0000 2020,1246218551540641792,975451494387347456,Sheral Hyde,,,Thu Apr 02 17:37:16 +0000 2020,1245767268556066818,https://www.foxnews.com/politics/trump-campaign-donates-meals-coronavirus,1098615836,Brooke Singman,"New York, NY",http://www.foxnews.com/archive/brooke-singman/index.html,https://www.instagram.com/brookesingman/?hl=en,10026.0,"[{'text': 'coronavirus', 'indices': [234, 246]}, {'text': 'COVID19', 'indices': [247, 255]}]",,,,,,,,,,,RT @BrookeSingman: EXCLUSIVE: @realDonaldTrump's campaign has been quietly calling local restaurants and ordering large amounts of food to…,"EXCLUSIVE: @realDonaldTrump's campaign has been quietly calling local restaurants and ordering large amounts of food to be delivered to hospitals in an effort to feed doctors,nurses&amp; first responders and support local restaurants #coronavirus #COVID19   https://t.co/6A3Zfe5QEz",
Fri Apr 03 23:31:00 +0000 2020,1246218676975648769,4786047916,Joe Mercaldo,"Greer, SC",,Fri Apr 03 18:07:11 +0000 2020,1246137182458437632,https://berniesanders.com/issues/priorities-next-coronavirus-relief-package/,17893690,"Andrew Jerell Jones, Luke 1:37 (IG:twdbk3)","Bed-Stuy, New York #TeamHoly3 ",https://bleav.com/shows/overall-with-andrew-jerell-jones/,,48.0,,,,,,,,,,,,"RT @sluggahjells: You can read all of the @BernieSanders's @People4Bernie proposals for the next Coronavirus Stimulus Package, at the link…","You can read all of the @BernieSanders's @People4Bernie proposals for the next Coronavirus Stimulus Package, at the link below.    https://t.co/rcwTN24NuL https://t.co/sFAtmlvvJU",
Fri Apr 03 23:31:01 +0000 2020,1246218678313648128,2233082546,Anita Burkett,USA,,Fri Apr 03 21:24:23 +0000 2020,1246186812076224512,https://www.pscp.tv/w/cVZPhzFxTFFHVnJ5UkFKRUp8MXlvSk1hQk1nam9KUXn0HPRTmu4MsAnouM4FqP7yxNKdUpC8giKWaUHK3v73,822215673812119553,The White House 45 Archived,"Washington, D.C.",http://TrumpLibrary.gov,,3244.0,,,,,,,,,,,,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/hNZ4Y7sEUl,LIVE: Press Briefing with Coronavirus Task Force https://t.co/hNZ4Y7sEUl,
Fri Apr 03 23:31:00 +0000 2020,1246218674345619458,23164967,Robbyn Bowman,"Wisconsin, USA",,Fri Apr 03 20:59:06 +0000 2020,1246180449346621442,https://joebiden.com/the-biden-make-it-work-checklist/,939091,Joe Biden,"Washington, DC",http://joebiden.com,,1909.0,,,,,,,,,,,,"RT @JoeBiden: I’ve put together a checklist for making the economic relief and recovery effort work for families, workers, and small busine…","I’ve put together a checklist for making the economic relief and recovery effort work for families, workers, and small businesses. I encourage President Trump to adopt any and all of the ideas. https://t.co/P5gq7h2rtE",
Fri Apr 03 23:30:57 +0000 2020,1246218663696490503,602045368,Julia 🍉,,,,,,,,,,,,,Fri Apr 03 15:07:16 +0000 2020,1246091907224174593,http://siriusxm.us/SigBoost,1032325968378126336,Mornings With Zerlina.,"New York, USA",https://siriusxm.us/Zerlina,,141.0,"[{'text': 'CoronavirusPandemic', 'indices': [121, 141]}]","Damn, I miss her. https://t.co/TU8NIUlka6",,"Sen. @ewarren told @ZerlinaMaxwell &amp; @jess_mc that the Trump administration has ignored her plans for dealing w/ the #CoronavirusPandemic &amp; added that Jared Kushner is ""just one more player"" in Trump's reality TV show government  📻FULL CHAT: https://t.co/0m2JEVQKfJ https://t.co/tR3rQhguDE"
